origin 	 dest 	 flow 	 cost
30363	2087	134	15.928592
30363	23235	3408	0.020329691
30363	43378	79	1.159345167
30364	4544	52	2.408325
30364	31616	8252.963037	0.362406322
30364	33531	7495.557606	1.287743764
30365	5797	23011	0.413561954
30365	12189	63758.65829	1.523106347
30366	303	1504	5.557632191
30366	8332	1295	3.468098126
30366	36954	5517	0.522931632
30366	43951	129	3.819533446
30367	18524	185	0.997577738
30367	24492	481	0.340518709
30368	20105	873	0.214684031
30368	34887	11836	2.283896177
30369	16201	0	1.815925
30369	32628	0	0.82534
30370	1683	451	10.65221602
30370	1684	724	4.70248603
30370	38518	463	6.108746308
30370	39909	127	9.550031538
30371	9348	397	0.774539881
30371	11953	6492	0.311398144
30371	28750	373	0.022454761
30372	16549	39	0.31816406
30372	30597	80	2.019773984
30373	29768	2	0.04871
30373	38245	1181	2.86212203
30374	37158	3640	1.122981476
30374	44556	12777	5.600097561
30375	4033	1284	2.752874066
30375	17972	18379	1.037591516
30375	29655	17560	3.564153523
30376	3858	21670.09395	0.984004175
30376	16227	36986.61801	0.238179897
30376	18111	20866.69303	0.077011467
30377	27824	0	2
30377	30481	0	2
30378	380	1516	7.847385275
30378	15440	4204	2.136892683
30378	38999	888	0.821803259
30379	8278	0	3.244848
30379	17162	264	1.153283597
30379	31510	1495	2.685041247
30380	1980	3658	2.021139497
30380	23022	5711.416611	2.213084162
30380	28735	0	2
30381	18535	3216.743253	3.156263094
30381	35791	2748	2.60826078
30381	35929	626	8.226776615
30381	43267	208	4.07360018
30382	9176	13	2.000000057
30382	22225	0	2
30382	40105	0	2
30383	4220	37701	2.552727942
30383	12368	31562.90592	0.744538282
30383	16071	19382	0.630701508
30383	17305	12066	1.570257601
30384	28125	15	0.597182012
30384	37393	12	2.971242037
30385	11213	0	0.050866
30386	19632	1638	3.030976089
30386	26048	8924.148192	0.484904391
30386	41313	22	5.423049951
30387	4993	1675	1.13616666
30387	33146	862	0.109357367
30388	15796	0	2
30388	19919	0	2
30389	31324	77	0.095902067
30389	43111	4464	0.014561007
30390	7550	581	7.944894038
30390	8339	1735	0.617420089
30391	2454	146	11.227709
30391	12786	103	3.975092546
30391	14749	314.2142127	1.750737989
30391	40658	0	7.530522
30392	1336	222	6.176038003
30392	13036	12452	2.231764375
30392	25423	4177	1.974604691
30393	23679	340	0.127501289
30393	25277	30521	0.253927169
30394	24668	419	2.460460526
30394	28766	2080	3.470674625
30394	42597	1162	4.15819371
30394	44496	0	3.100724
30395	21612	524	0.036454871
30395	31505	5867	2.847460112
30396	332	3116.470994	1.14245621
30396	11128	34691.87078	0.580973996
30396	12794	8133	0.172213489
30396	14701	6027	0.493840856
30396	16724	18131	1.131913673
30397	4685	7493	2.066264873
30397	19991	141	0.466066477
30397	20392	1316	0.273300486
30398	8669	6110	4.529913597
30398	34460	211	0.650861654
30398	36007	3806.818501	2.026645567
30399	18514	5531	0.117089643
30399	38820	673	2.264990529
30400	24067	17271.26665	0.616423236
30400	27747	99	20.33445961
30400	27846	1157	2.30236178
30401	24858	0	7.629462
30402	5123	9039.182661	0.399745678
30402	30161	170	0.139625776
30403	35700	0	2
30403	42331	0	2
30404	11943	3965	0.323508367
30404	37916	520	1.36628519
30405	20785	8900	0.033920435
30405	30720	199.6260269	2.274912055
30406	6280	20815	2.152173769
30406	36810	36146.78526	2.889934906
30406	40275	37606.0261	0.190531165
30407	14581	2234	0.021591811
30407	14737	2055.494631	2.604095528
30408	4832	3	0.90482
30408	21475	0	5.576526
30409	6972	4073	2.881827154
30409	11148	2711	1.526903011
30409	29019	22560	5.3788895
30409	29310	933	2.361321874
30410	9942	73	2.34991387
30410	22212	70	4.911730397
30410	43016	1750.114399	1.771176496
30411	19606	100	4.847695042
30411	26522	0	1.513812
30411	35579	47	3.09657905
30412	19385	8900.542581	6.016606241
30412	36318	615	1.416039448
30412	36521	1197	0.051780726
30413	39837	37518.46504	0.706192269
30413	41130	4980	0.256726444
30414	11803	16	1.381781667
30414	44461	329	0.604961491
30415	5054	4128	0.38657154
30415	19836	9589	1.351192249
30415	27681	764	0.048107084
30416	14617	0	2
30417	7121	48038	2.551245651
30417	33907	35159	1.017747565
30417	35987	58855	0.118455358
30417	40173	129324.3724	2.269516275
30418	21773	97587.38591	0.723350133
30418	22315	48009	0.750276768
30419	2481	0	8.189033
30419	8783	371	1.791065947
30419	20771	644	1.841475469
30420	2017	159	0.711462
30420	22911	15168.81652	0.627674166
30420	41728	3523	0.504758241
30421	15776	363	3.696408668
30421	37459	0	7.024817
30421	43816	1014	3.770444459
30422	28856	2539	0.641117456
30422	39944	7511	0.105652225
30423	5163	303	0.792815657
30423	11038	6	0.342512001
30424	3865	0	8.341645
30424	22886	0	7.074679
30424	44184	0	16.000513
30425	1022	1003	3.456740047
30425	26079	24	5.222177322
30425	36849	5844	1.48135838
30426	7882	18993.22142	0.274893244
30426	15123	22356.99363	0.193609525
30427	12014	0	0.114076
30427	31445	0	1.567972
30428	16776	7538	2.111512418
30428	20355	902	2.000844518
30428	32951	353	6.544558914
30428	41863	0	6.543021
30429	7473	995	0.673793293
30429	15587	0	3.705421
30429	16409	13514	1.966917334
30429	30028	20	2.384498097
30430	4389	8349	3.518281233
30430	15871	8961	0.94910848
30430	18014	2083	2.838909719
30430	36079	10003	0.249250097
30431	40725	10	2.784788525
30431	43962	465	0.355157795
30431	44684	0	1.297068
30432	8667	1970	0.281639239
30432	40507	463	0.018748346
30433	34343	984	1.545469558
30433	38105	1333.959018	0.253541566
30434	15923	390.687362	5.810057018
30434	34724	20497.22261	0.865267782
30435	7886	385	0.570238111
30435	8115	490	3.886427872
30436	27816	98	1.28928094
30436	31417	4985	0.644022055
30436	33991	3765	0.037118446
30437	31366	9162	0.856863464
30437	37128	0	0.746844
30437	38702	44387.92371	3.105918527
30438	13728	47	2.00001443
30438	24455	120	2.000009385
30439	4086	0	11.300137
30439	31749	331	0.054077956
30439	37686	1091	5.862052874
30440	3535	251	0.948091001
30440	24622	6030	0.025246333
30440	29130	6668	0.727668875
30440	32622	1760	1.59309726
30441	16565	98	2.67229841
30441	23184	307	0.186665042
30442	22759	687	2.730703879
30442	25332	4000	0.11161328
30443	18913	309	0.638414032
30443	20385	0	1.726382
30443	36587	9	3.03984902
30444	6745	7464	0.188952103
30444	29841	1114	0.184504405
30445	28093	47024.63854	0.138506417
30445	35756	57668	0.293760991
30446	29705	2852.416005	0.175487916
30446	42961	1053	1.917275672
30447	14577	0	3.452274
30447	24485	4	0.445747
30448	1493	1999	1.396247092
30448	1496	9803	1.734482445
30448	5790	9491	1.239921206
30448	12287	5985	1.442836685
30448	16317	25888	0.226098685
30449	16885	0	0.509514
30449	33334	0	0.447859
30449	39500	0	0.51524
30450	9221	6233.614174	0.264215138
30450	38308	65	0.054266033
30451	2081	58	2.616564
30451	6459	0	1.794577
30451	31115	0	2
30451	38840	749	4.537087071
30452	274	177	3.885963001
30452	28474	751	5.081028754
30452	38386	739	4.843240045
30453	20551	270	1.018570043
30453	25291	434	1.566670426
30453	29057	0	1.101436
30454	38125	734	2.397640496
30454	42630	204	4.84590521
30455	17162	0	6.813171
30455	37568	0	1.818708
30455	38071	0	0.258114
30456	23574	271	0.586418716
30456	29926	794	1.592380448
30456	34432	104	6.323151002
30457	13531	1056	2.032512313
30457	14656	0	6.256111
30457	14875	1304	2.071322415
30458	31291	230	1.596504668
30458	33380	141	7.448729324
30458	44342	91	0.106402238
30459	10009	34	4.510866619
30459	14376	320	0.097588325
30460	17195	5685.46846	0.580188759
30460	41149	4219	0.727684755
30461	14296	43762	0.411088594
30461	35990	20103	0.224004336
30462	740	2	7.590089
30462	27304	91	3.431681603
30462	39883	75	2.587256451
30463	20039	158	4.407444532
30463	26621	0	1.793011
30463	33702	42	0.92371457
30464	2597	0	5.798501
30464	15312	620	1.884031089
30464	19823	3311	0.030511043
30465	2447	27282	1.066227771
30465	14977	8084	0.765502783
30465	27049	9579	1.92870726
30465	27744	6056	0.975822236
30466	8780	20986.17196	0.536439864
30466	31190	4555	0.587897421
30466	38776	11419	0.828419369
30466	42735	24506	1.620820313
30467	6131	626	1.145677715
30467	15020	0	0.027965
30467	31629	27	0.060335005
30468	5492	9358	0.11353018
30468	35307	826	0.996640791
30469	17004	47519.45861	0.946429511
30469	18274	25848.23913	0.396747237
30469	34409	20301	3.986191699
30469	40337	4767	1.151707209
30470	3974	83243	0.255864797
30470	16872	141094.8751	0.188422505
30470	33736	94252.78942	0.719632201
30471	42659	3304	0.117643761
30471	43578	742	0.25448794
30472	14285	7283	0.00926634
30472	21097	12892	0.891703191
30473	17005	0	2
30473	31892	0	2
30474	13287	965.1281917	0.825480971
30474	15627	4024.871808	0.231952272
30474	16283	20302.52562	2.012645921
30475	703	0	4.979853
30475	14978	18884	2.476846634
30475	29378	71303.16172	3.646802884
30476	6019	331	0.910399439
30476	42243	52	0.290741106
30477	23853	0	13.616344
30477	38130	136	3.023921496
30477	44163	4940.849013	1.894352528
30478	5498	146	0.442661735
30478	14509	125	0.241428662
30479	11090	0	1.138224
30479	36279	0	2.862378
30480	16044	14752.05712	0.124608141
30480	23773	1788	2.282965267
30481	15189	1715	3.78897305
30481	30377	0	2
30481	33416	93	3.259300173
30482	1958	0	8.975378
30482	12799	505	0.03293224
30482	28462	27	3.806716307
30483	16651	0	0.061676
30483	34847	0	0.060821
30484	24210	122	5.748550904
30484	37060	72	0.49304138
30485	33665	842	1.562901478
30485	43063	1643	1.400449148
30486	1520	181	11.72293
30486	15303	1956	3.702763923
30486	15495	2277	4.073436649
30487	31242	4731.151254	0.268934585
30487	35520	8340	0.118550702
30488	24749	0	3.877114
30488	39002	2	0.974996007
30488	40565	0	3.432053
30489	528	0	2.030046
30489	12121	0	0.320383
30489	21795	1487	1.181105772
30489	42101	863	0.331474014
30490	1880	20	9.992521
30490	33720	26	2.004493556
30490	40449	274	2.867423799
30491	3947	27132	2.065203025
30491	10781	54512.51419	0.225372957
30491	36420	83896.15442	0.411184157
30492	5776	150915.8362	0.041664148
30492	9769	62225.60462	1.582400506
30493	10537	320	4.438701188
30493	25994	8120	1.13470069
30494	3301	9	17.498217
30494	27925	66	0.419045264
30494	39103	33	6.824513019
30495	23094	528	0.166604577
30495	29464	1162	2.884592888
30496	18097	132	0.017947056
30496	32834	165	0.390540028
30497	23162	813	2.96495901
30497	28424	11	2.988198031
30498	31126	1231	2.009898733
30498	32891	2	2.000000001
30499	26193	1240	0.094090916
30499	41100	670	0.009824113
30500	3962	792	5.283026042
30500	10748	3901	2.246448244
30500	16537	16307.63595	2.705909591
30501	14264	991	2.166550051
30501	15587	413	1.019499908
30501	25762	505	2.030729668
30501	44646	25277	1.992139778
30502	1808	0	0.850863
30502	11010	55	7.722636204
30502	35577	2027	0.223276675
30503	13360	837	0.295283692
30503	15621	1157	6.150129304
30503	26577	0	0.308527
30504	11586	0	2
30504	42870	0	2
30505	5229	22554	0.120554694
30505	12674	12618.55815	0.981553105
30505	16159	12665	0.214912252
30505	26725	20973.02291	1.593386127
30506	902	671	4.974419027
30506	17034	0	2.96723
30506	24824	106	2.399724915
30506	41774	3273	0.476238283
30507	35774	1571	2.829008124
30507	41015	404	1.982692223
30508	8993	0	4.567912
30509	37589	0	2.85252
30509	37875	0	0.564859
30510	1724	4395	0.455446184
30510	10841	78	1.222754133
30510	12774	1485	1.287308216
30510	35677	14954	0.157070331
30511	22822	0	0.080594
30511	36926	7216.183246	0.056365694
30512	2622	57476	1.095679075
30512	5901	39619.12987	0.977493514
30512	37247	16230.58815	1.823289858
30513	92	5427	3.276383155
30513	36438	7066	3.402544523
30513	39730	5802	3.059449782
30513	40065	2748	1.365663393
30514	808	3330	3.636454778
30514	18308	4416	3.69078308
30514	40599	1556	2.769074165
30515	19029	131	0.884944161
30515	40856	270	0.10095347
30516	8814	717	0.565373883
30516	33399	15599.49289	0.112327367
30517	9040	413	2.615143013
30517	27307	339	4.002143365
30517	44179	17	2.263634063
30518	5275	66	0.532552292
30518	40031	1068	1.906951231
30519	6652	231	0.050941573
30519	8509	3058	0.088400891
30520	20450	31333.1813	1.564020523
30520	21882	30187	2.358767157
30520	41570	34074.84581	2.517918325
30521	25217	0	4.343361
30522	10341	499	0.723112908
30522	16262	244	0.391906389
30523	5702	749	0.049245056
30523	16403	239	0.04446379
30523	18612	2548.763508	0.095451464
30524	546	6	1.489841
30524	4574	1588	1.489841058
30524	20903	1509	3.140562884
30524	36367	887	1.652902383
30525	10074	11846	1.704210595
30525	28477	9586	2.468884785
30525	40906	0	5.680236
30526	32289	1401	0.052661159
30526	42918	18859.60179	0.093810451
30527	9763	22370	1.758898642
30527	10810	911	0.008157188
30528	6100	12701	0.810819821
30528	23128	349	0.105293505
30528	42104	0	0.100917
30529	5850	136	0.079231764
30529	11091	221	0.214411751
30529	35304	866	0.047161622
30530	16521	0	2
30530	34097	0	8.047041
30530	36051	0	4.433946
30531	33193	0	2
30531	44061	0	2
30532	15281	2068	4.266204357
30532	21238	0	0.196396
30532	32194	15296	5.990122025
30533	27077	6108	3.500269687
30533	27627	8708.658743	1.907759317
30533	32431	591	2.002281594
30534	640	4716	2.403152144
30534	11021	9115	1.414980303
30534	12567	19092	0.930376512
30534	30640	3459	1.271284242
30535	19562	9320.35038	3.901889696
30535	23181	351	0.337150496
30536	27842	7	1.582499146
30536	30890	1605	0.37365865
30536	37649	11057.82477	0.250860278
30537	18689	4920	0.351976575
30537	21784	141	0.272815987
30537	26040	3207	0.214714473
30538	9772	0	2
30538	10249	0	2
30538	44105	0	2
30539	1069	5133	1.393379806
30539	1072	1956	2.487617157
30539	7018	1642	0.597184525
30539	8289	787	2.508110381
30539	12265	1397	1.399398578
30540	8327	41132.06845	0.060644687
30540	9977	22622	0.445607925
30541	9251	326	8.694201022
30541	27744	682.0441742	0.102711533
30542	299	394	1.749992003
30542	12941	8426	3.270383265
30542	29719	793	5.796572075
30542	32108	311	1.767249362
30543	10865	23282	0.173223767
30543	29356	35820	0.044733781
30544	14757	153457.7756	0.821803854
30544	19524	146517.62	0.166419314
30545	9723	6039.121494	1.542530632
30545	18159	66924.65022	0.787072803
30545	24322	52034.47818	0.361119825
30545	26145	38671.87851	3.104587509
30545	29834	45664.2004	3.880087283
30545	33003	186448.3607	0.552784912
30546	14651	21166.65255	2.160554413
30546	25960	0	2
30546	32201	80278.34745	1.210657509
30546	44102	200856.3527	1.497056211
30547	18353	0	6.085032
30547	29060	1110	4.173220389
30547	34405	216	0.185319788
30547	36747	8366.076009	3.652565934
30548	25642	0	0.358209
30548	30740	0	0.449773
30549	7713	0	6.475991
30549	9314	275	2.091358156
30549	41649	137	8.030338291
30550	8058	20108.7898	1.065102347
30550	35197	39341.62478	0.151485944
30551	7237	2793	0.078497686
30551	37976	457	0.521823522
30552	26148	28725	0.030427001
30552	42823	54706.65505	0.243850318
30553	4438	10360	0.900693621
30553	5924	2929.228979	0.973920278
30553	10882	6648.771021	1.112733068
30553	15193	10226	0.783347839
30554	3652	9337	1.549867551
30554	6240	79695.45895	0.515119518
30554	29293	148339	0.235030623
30555	28883	9208	0.134272195
30555	42171	9006	0.12712851
30556	2907	0	3.579582
30556	7658	195	4.625986269
30556	44244	61	0.381222201
30557	3075	7691	1.451821129
30557	5407	0	1.213748
30557	25396	7553	1.151369738
30557	32912	12858	1.196002575
30558	21655	156	1.180553387
30558	39096	63	0.974089552
30559	14794	62989	0.824035948
30559	20062	65715.75807	4.26253994
30560	24945	0	2
30560	32680	0	2
30560	32907	0	2
30561	13723	14520	0.54260378
30561	22859	34097.68074	0.576644917
30562	2664	161	8.220522002
30562	4806	3513	3.863270788
30562	19091	6425	0.504438102
30562	23709	8	0.585588071
30563	310	106	7.495124001
30563	32532	1426	6.950523169
30564	9140	168	0.455568465
30564	17579	3785	3.08225883
30564	37530	2286.584792	0.30764568
30564	37874	0	0.610607
30565	24534	214	3.420664297
30565	27099	272	3.027128618
30566	22035	11895	1.244118393
30566	33989	16744	0.309695545
30567	10143	56	0.661581272
30567	33422	841	3.845518044
30567	34567	1044	0.562135331
30568	32139	65	0.21398313
30568	44202	1194	6.102545567
30569	36246	181	2.757258127
30569	40299	11	4.370470834
30570	1064	62058	0.636024615
30570	22209	21238.20986	0.936509169
30570	26786	16607.77308	0.810510432
30571	2773	0	6.658318
30572	35	3644	3.721915979
30572	10741	11656.24744	1.831965558
30572	15077	9698.71942	0.737894898
30572	32864	56896.40505	0.808753991
30572	42649	16982.43127	1.399321415
30573	10310	74952	0.217950216
30573	21742	99615	0.453509704
30574	5154	0	0.1902
30575	22592	459	0.138197547
30575	31747	569	0.59004481
30576	7007	9806.678468	4.371465397
30576	9188	23079.84735	2.531430735
30577	470	44	3.430053
30577	7046	371	2.179112612
30577	16399	37	5.154029309
30577	25767	9601	1.76706533
30578	7098	116	2.000087898
30578	20245	0	2
30578	32588	0	0.024616
30579	11575	2578	0.089146987
30579	11672	241	0.84289546
30580	7658	0	0.258703
30580	10894	392	0.251283538
30580	38547	165	1.703984501
30580	42537	37	0.272723003
30581	14460	0	0.076465
30581	16606	0	1.461155
30582	1665	11324	2.87864228
30582	26056	0	1.33393
30582	28487	35031	0.720222568
30582	36774	0	7.155642
30582	36786	4250	1.039489313
30583	20070	0	2
30584	7352	85	1.739112111
30584	11834	31773.69967	0.122351047
30585	22021	5576	0.695118918
30585	24158	3832	4.322994281
30586	20231	1596	0.020936071
30586	39119	313	0.120092719
30587	3358	897	0.247650003
30587	22090	25486.61705	0.099376304
30587	29136	3575	0.17598455
30588	8596	35296.23524	11.78224995
30588	34672	12858.45502	0.092218857
30589	8342	37467	0.832670473
30589	25331	56017	0.152669928
30590	33653	0	2
30590	42166	0	2
30591	32368	13139	0.036639346
30591	33569	26615	0.599967491
30592	18334	18	2.91736862
30592	19233	0	6.647703
30592	26394	855	0.849784498
30593	1207	2511	2.162950242
30593	6586	357	1.237587744
30593	13370	338	0.94563144
30593	19540	446	0.952540063
30593	42208	0	2.559288
30594	24675	499	2.001626539
30594	34152	6081.952657	2.204014838
30594	34632	94	2.000005352
30594	40464	282	1.578539184
30595	2126	3766	4.463414267
30595	27131	4778	3.226566718
30595	30858	3434	3.199923986
30596	13239	8934.161629	6.882522396
30596	36972	213	2.000296362
30596	42678	0	4.125148
30597	1972	166	4.196337001
30597	30372	39	2.01977238
30597	31968	3891	2.492466473
30598	10181	14705	1.240991945
30598	15671	7066.212219	2.155393148
30599	2479	171	5.051810001
30599	38181	685	2.094077408
30599	40387	6575.52063	0.758372635
30600	16003	14423.63059	2.496027421
30600	43303	13623.83957	2.435033824
30601	3161	82805	3.096665688
30601	10328	30874	1.439419356
30601	34968	26001	3.242180655
30602	6813	12	0.691590143
30602	13384	266	2.427307797
30602	28436	627	0.390550697
30602	33950	2299	1.135149957
30603	8573	189	0.324826885
30603	27794	0	4.711851
30603	35957	148	0.20403243
30604	1478	0	16.793495
30604	6043	0	2
30604	15591	0	4.735478
30604	37737	0	4.565856
30605	17053	11493	0.176350671
30605	29771	1941	0.474154663
30606	22842	0	1.627621
30606	30625	0	0.122507
30607	27647	73	2.219514766
30607	32865	161	2.315748363
30608	648	21077.72572	2.527808682
30608	19557	24693.9287	1.369102826
30608	32175	22020.91783	1.840160295
30608	43271	588	1.774860572
30609	36629	367	1.374782925
30609	39798	602	0.139611512
30610	2110	148	19.2124
30610	12769	5148.682779	1.322887261
30610	19811	0	15.184343
30610	25305	3746	2.091664049
30611	23878	0	2
30611	24095	0	2
30611	35592	0	2
30612	11534	17	3.94169311
30612	28840	0	5.750067
30612	37043	1389	6.356146562
30613	675	10878	2.559837334
30613	31737	9035	1.2400431
30613	43202	47747.21222	1.513683068
30614	26613	115980.419	4.863314929
30614	35023	144391.6876	0.225219651
30615	8720	0	1.210816
30615	14056	0	1.381816
30615	15962	3520.024966	5.392495598
30616	4835	8	0.017685002
30616	17799	8	4.781567024
30616	27164	0	0.784013
30617	6917	267	4.054687162
30617	25394	8	5.779667698
30618	27114	8	8.956738038
30618	37328	86	0.427022981
30619	4640	0	5.45268
30619	17438	0	2
30619	21560	0	2
30620	29543	1805.288465	2.004790592
30620	40142	56	3.07004516
30620	42928	162	2.069816458
30621	14217	0	2
30621	28641	0	2
30622	17158	14214	1.37890852
30622	21360	7210	0.092261536
30623	35156	19540.98456	1.316782941
30623	36887	3219	2.115150605
30623	40451	8392.368317	1.929660612
30623	42734	2610	0.716243854
30624	8341	0	2
30624	42779	0	2
30625	9784	0	0.169607
30625	30606	0	0.122507
30625	34091	0	0.181147
30625	35118	0	0.31574
30626	3784	3755	1.155261326
30626	27424	468	7.054669354
30626	41391	1671	0.67844654
30627	3973	0	0.255775
30627	26965	0	2
30627	41108	0	2
30628	22938	1102	4.388421564
30628	23914	1757	1.396259283
30628	35774	605	0.118372671
30629	16507	0	2
30629	33193	0	2
30629	36290	0	2
30630	10029	0	8.382391
30630	20304	13838	0.954976459
30630	29577	142	4.333381801
30631	2618	209	4.771758002
30631	12491	1415	1.990917888
30631	19328	2331	2.197354602
30632	7330	19701.62816	3.01622295
30632	24652	0	2
30633	3521	512.1711999	1.414082004
30633	3523	4045	0.228104076
30633	22916	9677.803198	1.03722886
30633	27715	753	0.205103247
30633	39938	608	1.037512928
30634	12971	126	0.978385732
30634	15895	4892	0.40572742
30634	27655	5711	1.835077206
30635	33052	613	0.534881266
30635	43662	18060.26507	18.03632686
30636	20429	191	1.018491638
30636	30268	1018	2.044349924
30637	10508	4355	1.12329496
30637	20391	34	1.398104049
30638	1919	19611.46846	1.125062209
30638	31807	9493	0.259610581
30638	35009	145	1.832897435
30638	35200	804	1.030731863
30638	43125	6061	1.079973737
30639	816	0	6.489108
30639	14607	96	1.487422
30639	31066	1055	4.090860408
30639	36830	1741	0.014876415
30640	28577	22525.05134	0.277662578
30640	30534	3853	1.273054318
30640	37999	37202.3985	0.845770517
30641	7273	11	1.139000012
30641	16874	44	0.505902126
30642	3263	21230	3.286610812
30642	13747	63324.07773	2.37869619
30642	24623	2293	4.19922703
30643	14140	3586.590474	0.477824063
30643	30126	6503	0.566507052
30644	38263	1714	0.551924336
30644	41544	1384	0.4621443
30645	18083	1763	0.715495782
30645	24494	396	0.013398962
30645	39528	6855	0.015418516
30646	18554	5565.650085	1.314268895
30646	34863	6183.607148	2.557398752
30646	42198	13250.31693	4.675208584
30647	5240	1243	0.576928374
30647	7159	90	1.298064672
30647	41131	9791.34957	0.176465589
30648	34038	0	0.316891
30649	18018	32539.09362	0.594982681
30649	29959	65085.1815	0.771507401
30650	35508	27	0.350711028
30650	36095	10	0.858166162
30651	15498	3607	0.072419074
30651	16838	2237	0.074762973
30651	25510	1943	0.09626182
30652	5092	0	2.853154
30652	13122	0	0.85125
30652	14919	0	1.465761
30653	3451	9317	0.555854267
30653	12629	7809	0.153081865
30653	16570	1464	0.871176856
30653	29857	3419	0.740185521
30653	29899	3194	0.90776704
30654	1273	45	9.598512
30654	20956	117	4.136492806
30654	34293	1004	1.925206821
30654	35697	2344	2.272029081
30655	1922	0	11.611823
30655	5636	18	4.867505975
30655	24188	988	5.53298501
30655	32030	38	3.397953255
30656	1514	483	4.606580012
30656	7526	105	3.473539235
30656	19593	35	8.271605113
30656	22575	2	2.000000026
30657	11810	23686	0.077529261
30657	16670	14989.60912	0.014478991
30658	24194	695	0.948061415
30658	43743	4109	0.070725929
30659	3287	0	7.481758
30659	3289	0	5.425601
30659	5053	12573	0.015835212
30659	13942	25864.62359	3.0316632
30660	24979	97	0.385291589
30660	43509	8	2.00718001
30661	3037	437	5.264009011
30661	6339	101	0.031229052
30661	25454	6878.525625	3.128430177
30662	3122	0	6.377666
30662	21202	24696.73662	0.710728884
30662	35130	9488.65419	0.961264539
30663	9606	5746	0.121108642
30663	42089	9956	0.029061098
30664	22054	912	5.465144808
30664	35449	239	2.379178319
30664	36087	810	0.033365241
30665	17749	869	0.582076423
30665	19044	0	0.72554
30665	24477	19162.17355	0.873767973
30666	13615	18430	3.886808843
30666	25838	24937.94232	0.023407873
30667	13007	19275.34299	0.085859596
30667	39382	5887	0.082980659
30667	40277	13914	0.044866292
30668	6825	58607.8911	0.19277771
30668	17591	37179	0.08807203
30668	19144	4809	0.128281166
30669	3452	15027	1.816364434
30669	6095	2887.844424	2.227265712
30669	9402	1898	1.418479207
30669	13913	5067	0.725350883
30669	28710	6454	1.045123722
30670	7095	9491.259982	2.189443203
30670	31599	164	2.000016741
30671	16951	418	0.66443228
30671	43347	2164	3.916098114
30672	9457	425	1.631132575
30672	41026	299	3.656001424
30672	42633	6354	3.299933607
30673	7728	78329.40232	0.221658622
30673	12145	35448.21076	1.805743362
30673	14560	0	6.962876
30673	14976	0	6.962876
30673	17348	185764	1.403845589
30673	17598	103944.2157	3.15857211
30673	29374	153514.0113	1.385974314
30673	31866	151303	0.1826407
30674	5888	3587	0.023072702
30674	26279	963	2.006057816
30674	26746	964	6.800518164
30675	9742	186	3.662964051
30675	38806	96	1.009201544
30676	17831	1720	0.472329302
30676	27342	124	2.00010044
30676	43043	890	1.92646571
30677	1007	0	9.152161
30677	15328	0	0.027312
30677	44168	0	1.54168
30678	25846	28	0.054775004
30678	41060	2206	0.071911414
30679	11859	198	0.275650695
30679	34805	4479	4.003303173
30680	4859	481	4.076632306
30680	15865	3579.283918	8.268767434
30680	16608	2303	1.76933787
30680	21899	2737.716082	3.895094278
30681	19531	33043	0.492082494
30681	28001	87737.87475	0.025043633
30681	44582	17121	0.036298515
30682	23321	38622.88592	0.710630135
30682	44359	9602	1.24756283
30683	5842	84857	0.342577144
30683	8893	18929	0.067770326
30684	11103	0	2
30684	19183	0	2
30685	17412	9064	0.083493037
30685	22413	0	0.453222
30685	24110	194	0.086451404
30685	25004	15301	1.346984282
30685	44442	1338	1.634165458
30686	10638	6367	4.283241649
30686	11390	264	1.460531984
30686	16347	532	1.093649544
30687	18692	5441	0.290928319
30687	27196	715	3.091211011
30687	35672	3367	3.654180268
30688	20273	2300	4.368737385
30688	27944	361	2.000851291
30688	35279	2539	2.874849024
30689	20166	6035	0.033780922
30689	30057	14459	0.049398459
30690	29876	28734.09978	0.303755451
30690	36283	22200	0.571599931
30691	2482	1442	4.372332136
30691	32514	4124	0.027776605
30691	33656	2241	0.89761231
30692	5101	4829	2.327063545
30692	16790	1000	0.885034272
30692	24670	2371	4.312992845
30692	31778	1932.655341	3.850285474
30693	24618	21955.23199	0.627678843
30693	26948	4443	0.128357759
30694	8481	15	0.507220215
30694	34780	0	1.776372
30695	18117	0	2
30695	30004	0	2
30696	1138	149	13.107215
30696	25102	171	2.76251854
30696	41257	55	0.07968438
30697	35388	9978	0.016151286
30697	35851	5855	0.016179409
30698	3888	38277.85387	2.437438103
30698	42290	2799.665276	2.011428209
30698	44681	17397.23986	2.76337676
30699	3080	1713	1.324758061
30699	18695	1723	0.580101441
30699	39903	6055	2.331081423
30700	29509	184	1.823110576
30700	31829	542	0.394107428
30701	5372	423	0.116633278
30701	26532	7888.085499	0.034578272
30701	39087	0	1.983372
30702	8527	501	1.398512671
30702	25426	2647	0.015927015
30703	1183	33	0.611268
30703	4871	0	0.839669
30703	7485	347	1.368408271
30704	1181	470	1.112244003
30704	21294	1346	2.113401038
30704	28564	1544	0.711738127
30704	30026	0	1.312118
30705	439	333	2.124923
30705	7991	196	5.470167
30705	37550	0	11.565918
30706	1848	389	0.323632
30706	23436	78	1.139753413
30706	30350	199	0.300424668
30707	8680	321	0.078476637
30707	21278	66	0.073496505
30708	7185	800	1.934497765
30708	24832	3503.397641	4.196609608
30708	27799	0	2
30709	8904	0	0.321391
30709	18562	0	2.034014
30710	22409	2194	0.141372483
30710	28495	5819.186427	2.620687192
30711	726	1860	4.224946237
30711	15974	574	2.848690142
30711	25120	8539	1.684526977
